Area,Age,Year at 30 June,Sex,Value
Waikato region,60-64 Years,2008,Female,10420
Waikato region,60-64 Years,2006,Female,9260
Auckland region,60-64 Years,2013,Female,36650
Auckland region,60-64 Years,2015,Female,38820
Waikato region,60-64 Years,2011,Female,11810
Waikato region,60-64 Years,2007,Female,9780
Auckland region,60-64 Years,2012,Female,35910
Auckland region,60-64 Years,2014,Female,37770
Southland region,55-59 Years,2011,Female,2930
Southland region,55-59 Years,2013,Female,3150
Southland region,55-59 Years,2014,Female,3220
Southland region,55-59 Years,2012,Female,3020
Auckland region,60-64 Years,2011,Female,35240
Southland region,55-59 Years,2015,Female,3370
Auckland region,60-64 Years,2008,Female,31360
Auckland region,60-64 Years,2007,Female,29320
Auckland region,60-64 Years,2009,Female,32640
Southland region,55-59 Years,2007,Female,2770
Southland region,55-59 Years,2009,Female,2760
Auckland region,60-64 Years,2010,Female,34000
Southland region,55-59 Years,2010,Female,2810
Southland region,55-59 Years,2008,Female,2720
Otago region,55-59 Years,2011,Female,6420
Otago region,55-59 Years,2015,Female,7200
Otago region,55-59 Years,2014,Female,7020
Northland region,60-64 Years,2015,Female,5840
Otago region,55-59 Years,2013,Female,6750
Otago region,55-59 Years,2012,Female,6500
Northland region,60-64 Years,2014,Female,5730
Otago region,55-59 Years,2008,Female,6110
Otago region,55-59 Years,2009,Female,6120
Northland region,60-64 Years,2013,Female,5590
Northland region,60-64 Years,2012,Female,5510
Southland region,55-59 Years,2006,Female,2760
Otago region,55-59 Years,2010,Female,6200
Auckland region,60-64 Years,2006,Female,27720
Northland region,60-64 Years,2010,Female,5240
Canterbury region,55-59 Years,2009,Female,17210
Otago region,55-59 Years,2007,Female,6160
Northland region,60-64 Years,2009,Female,4990
Northland region,60-64 Years,2011,Female,5430
Northland region,60-64 Years,2008,Female,4800
Otago region,55-59 Years,2006,Female,6160
Canterbury region,55-59 Years,2011,Female,17470
Canterbury region,55-59 Years,2015,Female,19230
Canterbury region,55-59 Years,2010,Female,17410
West Coast region,55-59 Years,2015,Female,1240
Canterbury region,55-59 Years,2013,Female,18230
Canterbury region,55-59 Years,2012,Female,17730
Canterbury region,55-59 Years,2014,Female,18780
West Coast region,55-59 Years,2011,Female,1110
West Coast region,55-59 Years,2013,Female,1170
West Coast region,55-59 Years,2014,Female,1190
West Coast region,55-59 Years,2010,Female,1060
West Coast region,55-59 Years,2012,Female,1160
Marlborough region,55-59 Years,2012,Female,1610
Marlborough region,55-59 Years,2013,Female,1620
Marlborough region,55-59 Years,2011,Female,1600
Marlborough region,55-59 Years,2010,Female,1600
Marlborough region,55-59 Years,2014,Female,1660
Northland region,60-64 Years,2007,Female,4480
Marlborough region,55-59 Years,2015,Female,1740
Northland region,60-64 Years,2006,Female,4250
Canterbury region,55-59 Years,2008,Female,17050
Canterbury region,55-59 Years,2006,Female,16870
Nelson region,55-59 Years,2013,Female,1780
Nelson region,55-59 Years,2011,Female,1730
Nelson region,55-59 Years,2015,Female,1870
Canterbury region,55-59 Years,2007,Female,16900
Nelson region,55-59 Years,2010,Female,1600
Nelson region,55-59 Years,2012,Female,1740
Nelson region,55-59 Years,2014,Female,1830
Tasman region,55-59 Years,2011,Female,1750
Tasman region,55-59 Years,2013,Female,1830
Tasman region,55-59 Years,2014,Female,1910
Tasman region,55-59 Years,2012,Female,1810
Tasman region,55-59 Years,2010,Female,1740
Marlborough region,55-59 Years,2009,Female,1630
West Coast region,55-59 Years,2009,Female,1030
West Coast region,55-59 Years,2007,Female,1030
Tasman region,55-59 Years,2015,Female,1910
West Coast region,55-59 Years,2006,Female,1070
West Coast region,55-59 Years,2008,Female,1010
Marlborough region,55-59 Years,2008,Female,1620
Nelson region,55-59 Years,2009,Female,1540
Marlborough region,55-59 Years,2007,Female,1650
Marlborough region,55-59 Years,2006,Female,1640
Nelson region,55-59 Years,2008,Female,1520
Tasman region,55-59 Years,2007,Female,1720
Nelson region,55-59 Years,2007,Female,1510
Nelson region,55-59 Years,2006,Female,1480
Tasman region,55-59 Years,2006,Female,1670
Tasman region,55-59 Years,2008,Female,1710
Wellington region,55-59 Years,2015,Female,15800
Tasman region,55-59 Years,2009,Female,1700
Wellington region,55-59 Years,2014,Female,15150
Wellington region,55-59 Years,2011,Female,14070
Wellington region,55-59 Years,2013,Female,14780
Wellington region,55-59 Years,2012,Female,14430
Wellington region,55-59 Years,2008,Female,13250
Wellington region,55-59 Years,2007,Female,13340
Wellington region,55-59 Years,2009,Female,13410
Wellington region,55-59 Years,2010,Female,13640
Wellington region,55-59 Years,2006,Female,13340
Manawatu-Wanganui region,55-59 Years,2013,Female,7570
Manawatu-Wanganui region,55-59 Years,2015,Female,7990
Manawatu-Wanganui region,55-59 Years,2014,Female,7760
Manawatu-Wanganui region,55-59 Years,2012,Female,7440
Manawatu-Wanganui region,55-59 Years,2009,Female,6920
Manawatu-Wanganui region,55-59 Years,2011,Female,7260
Manawatu-Wanganui region,55-59 Years,2010,Female,7060
Taranaki region,55-59 Years,2011,Female,3490
Taranaki region,55-59 Years,2009,Female,3340
Taranaki region,55-59 Years,2010,Female,3390
Taranaki region,55-59 Years,2012,Female,3700
Taranaki region,55-59 Years,2007,Female,3250
Manawatu-Wanganui region,55-59 Years,2007,Female,6800
Taranaki region,55-59 Years,2015,Female,3970
Taranaki region,55-59 Years,2013,Female,3750
Taranaki region,55-59 Years,2014,Female,3890
Manawatu-Wanganui region,55-59 Years,2008,Female,6810
Manawatu-Wanganui region,55-59 Years,2006,Female,6840
Taranaki region,55-59 Years,2006,Female,3280
Taranaki region,55-59 Years,2008,Female,3270
Hawke's Bay region,55-59 Years,2012,Female,5260
Hawke's Bay region,55-59 Years,2009,Female,5090
Hawke's Bay region,55-59 Years,2011,Female,5220
Hawke's Bay region,55-59 Years,2010,Female,5150
Hawke's Bay region,55-59 Years,2008,Female,5010
Hawke's Bay region,55-59 Years,2014,Female,5460
Hawke's Bay region,55-59 Years,2015,Female,5610
Hawke's Bay region,55-59 Years,2013,Female,5360
Gisborne region,55-59 Years,2013,Female,1510
Gisborne region,55-59 Years,2015,Female,1580
Gisborne region,55-59 Years,2012,Female,1500
Gisborne region,55-59 Years,2014,Female,1560
Gisborne region,55-59 Years,2008,Female,1350
Gisborne region,55-59 Years,2011,Female,1450
Gisborne region,55-59 Years,2009,Female,1400
Gisborne region,55-59 Years,2010,Female,1420
Gisborne region,55-59 Years,2007,Female,1320
Hawke's Bay region,55-59 Years,2007,Female,4980
Hawke's Bay region,55-59 Years,2006,Female,4980
Gisborne region,55-59 Years,2006,Female,1300
Bay of Plenty region,55-59 Years,2008,Female,8280
Bay of Plenty region,55-59 Years,2011,Female,9060
Bay of Plenty region,55-59 Years,2009,Female,8590
Bay of Plenty region,55-59 Years,2010,Female,8790
Bay of Plenty region,55-59 Years,2013,Female,9520
Bay of Plenty region,55-59 Years,2015,Female,9870
Bay of Plenty region,55-59 Years,2012,Female,9400
Bay of Plenty region,55-59 Years,2014,Female,9640
Waikato region,55-59 Years,2009,Female,11960
Bay of Plenty region,55-59 Years,2007,Female,8150
Bay of Plenty region,55-59 Years,2006,Female,8210
Waikato region,55-59 Years,2012,Female,12950
Waikato region,55-59 Years,2007,Female,11630
Waikato region,55-59 Years,2015,Female,14070
Waikato region,55-59 Years,2013,Female,13290
Waikato region,55-59 Years,2011,Female,12530
Waikato region,55-59 Years,2010,Female,12290
Waikato region,55-59 Years,2008,Female,11750
Waikato region,55-59 Years,2014,Female,13730
Auckland region,55-59 Years,2015,Female,46000
Southland region,50-54 Years,2015,Female,3640
Waikato region,55-59 Years,2006,Female,11710
Auckland region,55-59 Years,2013,Female,43270
Northland region,55-59 Years,2015,Female,6380
Auckland region,55-59 Years,2014,Female,44630
Auckland region,55-59 Years,2007,Female,36830
Auckland region,55-59 Years,2011,Female,40490
Auckland region,55-59 Years,2012,Female,41940
Auckland region,55-59 Years,2010,Female,39120
Northland region,55-59 Years,2013,Female,5980
Auckland region,55-59 Years,2009,Female,38210
Auckland region,55-59 Years,2008,Female,37230
Northland region,55-59 Years,2014,Female,6250
Southland region,50-54 Years,2013,Female,3670
Northland region,55-59 Years,2007,Female,5120
Northland region,55-59 Years,2009,Female,5350
Northland region,55-59 Years,2011,Female,5670
Northland region,55-59 Years,2012,Female,5830
Northland region,55-59 Years,2010,Female,5470
Northland region,55-59 Years,2008,Female,5200
Southland region,50-54 Years,2006,Female,3060
Southland region,50-54 Years,2014,Female,3670
Southland region,50-54 Years,2012,Female,3620
Southland region,50-54 Years,2008,Female,3230
Southland region,50-54 Years,2009,Female,3310
Southland region,50-54 Years,2007,Female,3110
Southland region,50-54 Years,2010,Female,3450
Northland region,55-59 Years,2006,Female,5080
Otago region,50-54 Years,2013,Female,7660
Southland region,50-54 Years,2011,Female,3570
Auckland region,55-59 Years,2006,Female,36510
Otago region,50-54 Years,2014,Female,7830
Otago region,50-54 Years,2012,Female,7610
Otago region,50-54 Years,2010,Female,7170
Otago region,50-54 Years,2007,Female,6520
Otago region,50-54 Years,2009,Female,7010
Otago region,50-54 Years,2011,Female,7380
Otago region,50-54 Years,2015,Female,7730
Otago region,50-54 Years,2008,Female,6750
Canterbury region,50-54 Years,2015,Female,21320
Canterbury region,50-54 Years,2013,Female,20880
Otago region,50-54 Years,2006,Female,6430
Canterbury region,50-54 Years,2006,Female,17970
Canterbury region,50-54 Years,2011,Female,19990
Canterbury region,50-54 Years,2007,Female,18430
Canterbury region,50-54 Years,2012,Female,20360
Canterbury region,50-54 Years,2014,Female,21200
Canterbury region,50-54 Years,2008,Female,18840
West Coast region,50-54 Years,2015,Female,1400
Canterbury region,50-54 Years,2009,Female,19430
Canterbury region,50-54 Years,2010,Female,19960
West Coast region,50-54 Years,2013,Female,1400
West Coast region,50-54 Years,2011,Female,1340
West Coast region,50-54 Years,2009,Female,1220
West Coast region,50-54 Years,2007,Female,1140
West Coast region,50-54 Years,2012,Female,1370
West Coast region,50-54 Years,2014,Female,1450
West Coast region,50-54 Years,2008,Female,1170
West Coast region,50-54 Years,2010,Female,1250
Marlborough region,50-54 Years,2010,Female,1710
Marlborough region,50-54 Years,2011,Female,1770
Marlborough region,50-54 Years,2013,Female,1800
Marlborough region,50-54 Years,2007,Female,1580
Marlborough region,50-54 Years,2009,Female,1650
Marlborough region,50-54 Years,2008,Female,1620
Marlborough region,50-54 Years,2014,Female,1790
Marlborough region,50-54 Years,2012,Female,1780
Marlborough region,50-54 Years,2006,Female,1570
Nelson region,50-54 Years,2007,Female,1690
Marlborough region,50-54 Years,2015,Female,1770
West Coast region,50-54 Years,2006,Female,1080
Nelson region,50-54 Years,2006,Female,1660
Nelson region,50-54 Years,2008,Female,1730
Nelson region,50-54 Years,2011,Female,1890
Nelson region,50-54 Years,2009,Female,1810
Nelson region,50-54 Years,2010,Female,1860
Nelson region,50-54 Years,2012,Female,1970
Nelson region,50-54 Years,2015,Female,2010
Nelson region,50-54 Years,2013,Female,2040
Nelson region,50-54 Years,2014,Female,2010
Tasman region,50-54 Years,2013,Female,2050
Tasman region,50-54 Years,2015,Female,2100
Tasman region,50-54 Years,2014,Female,2090
Wellington region,50-54 Years,2015,Female,17960
Tasman region,50-54 Years,2007,Female,1730
Tasman region,50-54 Years,2009,Female,1830
Tasman region,50-54 Years,2011,Female,1990
Tasman region,50-54 Years,2012,Female,2000
Tasman region,50-54 Years,2010,Female,1870
Tasman region,50-54 Years,2008,Female,1760
Tasman region,50-54 Years,2006,Female,1670
Wellington region,50-54 Years,2014,Female,18080
Wellington region,50-54 Years,2011,Female,16790
Wellington region,50-54 Years,2013,Female,17830
Wellington region,50-54 Years,2012,Female,17280
Manawatu-Wanganui region,50-54 Years,2011,Female,8180
Wellington region,50-54 Years,2007,Female,14880
Hawke's Bay region,50-54 Years,2015,Female,6060
Wellington region,50-54 Years,2009,Female,15590
Wellington region,50-54 Years,2010,Female,16250
Wellington region,50-54 Years,2006,Female,14590
Wellington region,50-54 Years,2008,Female,15260
Manawatu-Wanganui region,50-54 Years,2010,Female,8030
Manawatu-Wanganui region,50-54 Years,2013,Female,8530
Manawatu-Wanganui region,50-54 Years,2015,Female,8460
Manawatu-Wanganui region,50-54 Years,2012,Female,8360
Manawatu-Wanganui region,50-54 Years,2014,Female,8520
Taranaki region,50-54 Years,2013,Female,4290
Taranaki region,50-54 Years,2015,Female,4170
Taranaki region,50-54 Years,2014,Female,4220
Hawke's Bay region,50-54 Years,2010,Female,5610
Taranaki region,50-54 Years,2009,Female,3860
Taranaki region,50-54 Years,2011,Female,4160
Taranaki region,50-54 Years,2012,Female,4210
Taranaki region,50-54 Years,2010,Female,4000
Hawke's Bay region,50-54 Years,2012,Female,5950
Hawke's Bay region,50-54 Years,2009,Female,5410
Hawke's Bay region,50-54 Years,2011,Female,5760
Hawke's Bay region,50-54 Years,2014,Female,6100
Bay of Plenty region,50-54 Years,2015,Female,10610
Hawke's Bay region,50-54 Years,2013,Female,6070
Manawatu-Wanganui region,50-54 Years,2009,Female,7840
Manawatu-Wanganui region,50-54 Years,2007,Female,7560
Manawatu-Wanganui region,50-54 Years,2006,Female,7430
Manawatu-Wanganui region,50-54 Years,2008,Female,7680
Taranaki region,50-54 Years,2008,Female,3750
Taranaki region,50-54 Years,2006,Female,3480
Hawke's Bay region,50-54 Years,2007,Female,5190
Taranaki region,50-54 Years,2007,Female,3650
Hawke's Bay region,50-54 Years,2006,Female,5130
Hawke's Bay region,50-54 Years,2008,Female,5310
Gisborne region,50-54 Years,2014,Female,1650
Bay of Plenty region,50-54 Years,2013,Female,10480
Gisborne region,50-54 Years,2011,Female,1680
Gisborne region,50-54 Years,2013,Female,1690
Gisborne region,50-54 Years,2015,Female,1650
Gisborne region,50-54 Years,2012,Female,1700
Gisborne region,50-54 Years,2010,Female,1610
Bay of Plenty region,50-54 Years,2014,Female,10560
Gisborne region,50-54 Years,2009,Female,1580
Bay of Plenty region,50-54 Years,2011,Female,10140
Bay of Plenty region,50-54 Years,2012,Female,10330
Bay of Plenty region,50-54 Years,2010,Female,9800
Bay of Plenty region,50-54 Years,2007,Female,9250
Gisborne region,50-54 Years,2007,Female,1510
Gisborne region,50-54 Years,2008,Female,1530
Gisborne region,50-54 Years,2006,Female,1470
Bay of Plenty region,50-54 Years,2008,Female,9450
Bay of Plenty region,50-54 Years,2006,Female,8900
Waikato region,50-54 Years,2015,Female,15260
Bay of Plenty region,50-54 Years,2009,Female,9610
Waikato region,50-54 Years,2014,Female,15330
Waikato region,50-54 Years,2011,Female,14440
Waikato region,50-54 Years,2013,Female,15130
Waikato region,50-54 Years,2012,Female,14930
Waikato region,50-54 Years,2008,Female,13240
Waikato region,50-54 Years,2009,Female,13660
Waikato region,50-54 Years,2007,Female,12870
Waikato region,50-54 Years,2006,Female,12450
Waikato region,50-54 Years,2010,Female,13980
Otago region,45-49 Years,2015,Female,7380
Southland region,45-49 Years,2015,Female,3340
Southland region,45-49 Years,2014,Female,3400
Otago region,45-49 Years,2014,Female,7190
Auckland region,50-54 Years,2015,Female,53960
Otago region,45-49 Years,2013,Female,7270
Auckland region,50-54 Years,2014,Female,53070
Auckland region,50-54 Years,2009,Female,45460
Auckland region,50-54 Years,2011,Female,48530
Southland region,45-49 Years,2013,Female,3440
Northland region,50-54 Years,2015,Female,6530
Northland region,50-54 Years,2014,Female,6450
Auckland region,50-54 Years,2010,Female,46790
Auckland region,50-54 Years,2013,Female,51950
Auckland region,50-54 Years,2007,Female,42720
Auckland region,50-54 Years,2008,Female,44090
Auckland region,50-54 Years,2006,Female,41500
Auckland region,50-54 Years,2012,Female,50240
Southland region,45-49 Years,2006,Female,3650
Southland region,45-49 Years,2011,Female,3650
Southland region,45-49 Years,2009,Female,3780
Southland region,45-49 Years,2007,Female,3690
Northland region,50-54 Years,2013,Female,6450
Southland region,45-49 Years,2008,Female,3750
Southland region,45-49 Years,2010,Female,3760
Otago region,45-49 Years,2009,Female,7750
Otago region,45-49 Years,2011,Female,7550
Southland region,45-49 Years,2012,Female,3610
Otago region,45-49 Years,2012,Female,7360
Northland region,50-54 Years,2011,Female,6250
Otago region,45-49 Years,2007,Female,7640
Otago region,45-49 Years,2010,Female,7680
Otago region,45-49 Years,2008,Female,7670
Otago region,45-49 Years,2006,Female,7420
Northland region,50-54 Years,2007,Female,5520
Northland region,50-54 Years,2009,Female,5950
Northland region,50-54 Years,2012,Female,6330
Northland region,50-54 Years,2010,Female,6120
Northland region,50-54 Years,2008,Female,5710
